latitude,longitude,roof_area_sqm,annual_ghi,avg_temperature,system_size_kw,tilt_angle,annual_generation_kwh
16.4771,87.2483,44.7,2088.71,31.27,5.83,22.7,9646.37
31.9869,87.3077,28.6,1853.47,25.77,5.43,34.5,7574.68
24.2795,76.3005,32.2,1844.99,26.45,4.07,33.5,5513.74
30.3211,81.343,107.0,1755.61,23.34,14.45,25.1,19479.12
34.5684,73.61,35.6,1873.41,26.08,5.06,35.5,7865.31
15.7869,74.1008,21.2,2047.81,28.64,4.23,14.0,6996.16
33.9507,68.6684,59.9,1748.89,19.19,9.18,34.8,12529.54
18.516,94.0056,60.0,2005.35,27.96,9.62,13.9,15562.27
18.4088,74.1105,27.9,1946.91,27.24,5.06,18.4,7655.48
17.1905,74.5985,27.4,2164.45,31.64,4.68,19.7,7311.85
22.618,76.1084,409.8,1894.66,27.7,76.76,14.2,106789.37
12.1619,71.6948,350.5,2034.9,32.69,55.69,17.0,90222.15
22.9502,86.5386,42.9,1894.84,30.58,8.49,27.1,13377.77
22.626,70.1791,57.0,1776.59,27.04,10.47,30.2,14286.97
28.5713,71.8919,98.5,1777.61,27.29,14.99,27.1,19921.2
30.5085,86.6979,263.3,1717.4,27.89,39.63,21.7,50773.48
19.8919,77.8502,45.5,2035.34,28.74,8.84,19.1,13266.52
16.163,88.5305,120.8,1999.19,32.8,21.11,8.9,30235.66
15.002,84.1653,136.9,2144.99,31.37,23.24,18.0,36214.6
13.2548,75.4246,21.4,2217.29,34.48,3.86,5.0,6238.68
9.5565,86.874,122.1,2234.48,31.16,20.13,7.0,34166.63
17.2461,71.3719,36.2,2016.34,27.55,4.8,8.9,7231.23
15.2967,83.5559,44.8,2079.95,30.93,6.51,5.4,9892.93
34.0933,80.6773,35.2,1608.32,21.48,5.8,43.3,7447.41
23.0581,75.7683,339.1,1918.25,27.19,41.18,33.0,58577.97
17.3765,85.5161,55.2,1962.39,30.34,8.55,18.5,12659.57
23.6726,93.2687,116.9,1973.44,29.39,21.09,18.5,31117.06
11.7583,96.9682,77.3,2338.17,32.49,10.29,20.0,19125.16
19.9892,85.6251,20.6,2024.18,27.96,2.58,28.4,3826.75
24.9083,79.7365,22.0,1736.36,26.69,4.11,32.0,5572.56
21.2002,74.531,145.7,1933.5,27.52,24.68,22.1,35372.05
18.848,75.4558,271.1,2014.53,28.25,36.37,10.3,55928.9
34.8339,81.9042,46.0,1723.98,19.7,8.5,26.6,11695.04
31.7685,78.6511,48.8,1713.7,24.44,8.42,39.7,11608.52
24.832,94.5006,48.3,1916.65,26.29,7.09,32.3,10109.01
23.3732,78.6806,46.5,1823.88,30.01,6.97,22.1,9139.5
24.7578,78.8299,46.8,1822.77,24.56,6.21,21.3,8410.19
13.4354,79.1225,78.9,2153.83,31.47,14.74,16.3,25066.8
18.6687,92.262,24.5,1926.71,33.82,3.94,24.8,6190.55
9.0654,86.8729,39.2,2223.88,32.64,6.45,13.7,11141.83
20.8397,85.8109,98.8,1859.33,28.75,18.84,23.2,25040.12
22.6617,77.6901,184.6,2077.28,25.97,22.38,17.3,36961.82
14.1492,91.7192,40.3,2027.37,29.54,5.06,9.4,7379.04
34.0288,69.1126,106.3,1713.59,26.38,14.13,38.5,18205.8
32.5553,93.2531,45.9,1784.45,24.29,5.62,38.6,7774.15
27.4979,82.8697,363.2,1803.81,26.49,62.71,19.8,87206.67
22.4014,79.5493,107.4,1952.25,25.13,18.33,16.1,27464.05
31.4892,82.4179,94.1,1823.22,25.15,12.88,35.1,17563.57
11.5276,87.3551,33.9,2213.35,35.73,4.47,9.3,7725.57
29.3438,68.3702,145.4,1879.13,27.69,19.15,30.6,26931.01
11.3702,93.275,63.8,2125.59,34.82,12.53,13.7,21064.02
29.4437,80.9554,33.4,1802.28,23.09,5.86,35.0,7608.36
15.4457,77.946,39.7,2253.91,32.28,6.62,21.6,11211.83
31.6814,72.0091,93.3,1849.73,25.68,13.6,27.3,18126.56
33.4891,80.7445,78.3,1667.45,19.94,12.11,34.3,15360.82
12.0175,82.3934,28.6,2135.68,30.95,3.64,5.0,5646.08
20.4922,79.7058,73.4,1948.33,31.15,14.66,27.3,22902.59
34.4867,87.6811,30.3,1712.41,24.83,5.47,41.4,7627.77
21.052,80.206,46.2,1866.7,26.03,7.83,17.0,11707.51
31.3158,95.8811,100.5,1747.36,26.1,16.79,24.5,22356.52
23.8958,85.379,27.2,2058.8,28.04,4.36,15.3,6801.45
18.1339,91.4169,31.5,2063.92,32.0,4.43,19.6,7337.72
15.7162,71.1713,23.2,1861.82,30.26,3.2,7.5,4593.43
13.487,79.5214,140.4,2198.57,33.82,23.02,17.1,37705.0
28.5686,77.7686,32.2,1916.94,27.43,4.05,32.1,6373.6
18.4366,84.515,493.1,1983.4,29.6,62.11,20.7,97488.93
21.8044,92.9723,30.4,2008.9,28.82,5.02,29.3,7662.51
21.2928,70.2718,133.6,1891.98,27.72,25.87,18.9,36625.87
23.5865,70.1047,27.7,1881.82,31.29,5.35,31.6,7265.36
31.3706,92.6592,57.6,1899.21,24.24,6.96,22.1,9885.34
34.48,74.1727,53.2,1701.62,21.24,6.84,26.7,9206.6
19.0048,87.3938,38.2,1852.34,28.62,6.36,17.2,9384.9
30.343,83.7435,29.3,1792.76,25.2,5.51,32.2,7102.54
28.6423,92.1539,33.3,1822.15,27.22,6.54,19.3,8082.71
23.4853,71.6276,44.6,2017.13,25.36,8.41,24.8,12533.43
33.8133,71.7637,27.4,1736.51,27.08,4.78,30.0,6216.99
13.4128,84.1477,80.9,2068.84,33.18,11.0,21.2,17773.78
10.9501,95.445,134.5,2230.5,34.61,16.93,11.6,27870.1
31.057,80.0349,34.8,1794.64,24.43,4.31,32.8,6091.7
19.857,77.4813,44.8,1926.57,29.7,7.57,28.8,11090.2
30.8682,85.594,31.2,1880.77,24.41,3.84,36.2,5272.62
32.1134,94.983,32.0,1781.45,26.18,5.72,30.9,8456.45
9.6864,92.2709,66.7,2169.88,34.23,11.81,9.2,18585.18
31.8535,96.869,141.6,1784.87,25.8,17.9,34.8,26540.23
20.1046,68.6545,46.9,1896.46,28.69,9.03,14.1,12842.38
21.7817,71.2729,49.5,1909.72,29.19,8.01,13.6,11248.95
24.918,85.6746,90.2,1895.76,25.78,17.36,21.1,23895.15
33.0123,91.7967,44.6,1734.2,26.18,8.56,38.6,11443.69
8.5161,76.2721,32.4,2292.5,33.1,4.41,5.0,8400.76
20.8748,74.9371,95.4,1985.65,28.56,14.36,13.5,21882.06
26.5685,90.8223,133.0,1934.16,26.01,17.39,20.9,26035.74
27.5131,69.6351,25.3,1849.52,25.51,4.61,31.1,6346.79
26.6984,78.7121,227.1,1947.93,28.03,36.41,29.0,55883.15
11.6297,82.6685,29.4,2166.47,32.73,5.72,15.4,9334.06
16.0837,84.2501,128.8,2055.57,34.15,17.6,12.5,26811.08
17.6853,89.1298,31.2,2024.6,29.0,5.46,25.7,8485.05
29.7198,78.2905,85.8,1732.69,25.56,17.09,28.8,20891.97
15.5265,85.7678,499.6,2105.08,30.06,86.54,15.8,138404.58
13.689,84.9759,31.5,2094.38,33.28,3.96,22.7,5722.11
33.8511,83.8809,74.8,1694.52,23.34,12.49,43.4,16163.74
8.2393,86.574,112.3,2284.21,34.58,15.09,11.5,24677.37
34.9412,75.524,44.1,1615.04,25.25,5.39,43.8,6385.55
26.2742,70.4548,57.0,1837.27,25.47,8.36,27.1,11132.95
30.3687,71.4589,366.6,1879.58,26.11,51.8,26.5,78900.85
15.9547,74.5129,53.6,2082.06,29.88,9.81,12.3,14923.59
8.3865,82.5057,35.8,2189.21,35.05,5.36,9.6,8480.39
27.9225,92.3728,27.7,1861.48,23.64,4.95,30.0,7730.15
30.5219,88.3375,29.2,1808.96,23.54,3.54,29.3,5148.02
27.9929,90.8822,34.0,1718.8,25.84,4.12,35.7,4831.09
11.857,78.1783,142.7,2102.63,36.89,17.46,10.4,29033.92
28.3426,79.735,41.3,1963.16,26.05,5.68,23.8,9247.31
28.7609,79.4168,48.1,1773.56,28.97,7.21,18.9,10266.45
25.7806,73.5643,39.8,1854.49,27.44,6.71,35.2,9651.97
28.6851,69.7753,20.2,1784.34,24.92,4.02,35.2,5185.6
30.8399,85.1366,76.6,1781.92,27.8,11.36,33.2,15465.95
24.5673,96.6873,140.6,1855.14,28.42,17.5,31.2,22708.04
10.3923,72.8381,39.3,2195.88,32.64,5.33,16.6,8309.37
21.166,69.3539,49.4,1978.8,30.02,9.49,29.8,13205.03
10.0965,90.6064,24.7,2224.15,33.47,4.34,7.8,6997.83
19.0037,75.325,28.9,1917.86,26.07,5.3,20.1,7933.01
18.9919,92.0597,30.9,1974.92,31.93,4.01,11.0,5731.0
9.7823,88.4142,82.7,2149.86,36.39,10.81,19.1,16408.19
17.4182,95.4245,27.6,2066.92,34.44,3.55,27.1,5269.18
10.9969,79.8589,305.2,2082.6,34.5,57.56,16.8,95017.25
29.8224,87.1971,39.3,1880.45,24.68,5.37,28.9,8715.62
33.5876,81.4808,29.3,1834.34,25.16,5.03,33.5,7028.83
9.9525,86.2871,58.0,2085.74,35.82,9.35,8.7,14740.09
33.7881,81.0384,120.9,1696.54,26.67,19.77,29.7,24584.95
22.1096,73.4703,95.9,1903.47,28.56,13.01,22.7,19738.76
16.0883,82.729,344.8,2265.0,31.03,58.89,7.2,96457.64
10.0753,83.3289,33.7,2128.25,32.64,4.16,19.9,6266.25
21.5169,91.5075,139.0,2090.91,29.99,27.73,20.0,48535.46
29.4519,89.3301,36.8,1712.53,22.25,4.49,38.0,5507.54
27.0913,87.25,142.3,1777.18,27.96,17.65,31.6,20926.21
9.3561,71.2882,35.3,2120.66,35.57,5.16,5.2,8368.06
9.9683,88.8979,28.8,2096.91,35.28,5.37,5.0,8143.79
18.8776,82.5088,85.5,1982.77,30.38,12.03,28.8,17092.71
15.9728,93.9289,35.7,1999.79,34.48,5.63,21.4,9446.1
14.2744,94.6763,35.9,2021.51,33.92,4.36,9.3,6768.3
15.5871,69.5995,40.6,2156.11,30.37,5.13,6.9,8198.92
29.694,91.7986,72.4,1907.41,24.06,12.22,33.6,17395.15
33.0892,69.0932,380.6,1824.34,21.95,51.59,29.1,75065.68
18.9378,78.6479,127.9,2045.04,31.18,22.44,13.4,31352.01
32.465,83.7267,117.7,1767.05,21.99,21.51,37.2,28817.81
16.6804,72.2949,98.2,2003.99,33.26,18.46,20.3,27550.32
20.8638,89.6431,49.8,1892.2,31.86,6.5,20.5,9419.39
14.1028,68.2423,32.1,2119.19,30.5,5.03,23.0,7859.31
25.2929,72.8894,60.7,1794.84,26.85,11.88,28.9,15764.83
34.4325,84.8431,44.6,1644.7,23.14,8.11,42.3,10705.21
24.2943,88.7172,26.4,1998.94,29.44,3.41,18.1,4702.2
17.661,94.5826,41.4,2178.15,33.87,6.63,13.6,10582.71
25.4911,88.4594,67.9,1916.62,23.76,13.16,17.6,18802.48
11.3189,87.4816,20.5,2228.78,32.87,3.18,7.4,5559.15
31.9938,79.4359,66.0,1748.44,23.67,12.34,41.4,16062.5
21.5833,68.0372,87.7,1848.49,26.09,14.0,30.8,19967.23
20.1324,71.4846,60.7,2030.59,28.57,7.8,25.3,12187.05
23.8183,83.5021,219.2,1960.81,28.74,28.9,24.2,39494.9
24.8692,87.5788,42.9,1902.09,26.85,5.31,30.5,7662.75
9.9379,80.106,127.0,2145.73,31.04,17.22,11.0,25591.33
26.4307,89.1897,436.1,1945.22,32.45,83.51,16.5,121362.4
14.5322,83.134,134.1,2003.56,32.59,23.07,14.6,33678.65
27.2767,70.1511,92.0,1791.12,26.55,16.49,29.3,24109.45
30.2084,73.5685,46.0,1719.6,22.81,7.81,25.5,10324.52
29.7069,92.3599,102.6,1816.07,25.75,15.48,23.8,20645.97
22.9175,89.0225,34.1,1844.45,27.96,4.69,18.4,6971.61
22.0446,93.9481,401.5,1892.46,24.9,77.91,24.5,109217.28
11.8577,71.4092,71.4,2074.1,31.12,11.51,5.0,18586.94
28.9343,96.7165,426.3,1802.33,27.17,67.57,33.3,95094.28
15.3281,74.0728,92.9,1949.11,35.59,18.56,13.8,26404.69
21.4108,68.3416,23.8,1965.58,29.7,3.59,18.5,4995.46
15.6754,96.9253,23.6,2161.63,33.75,4.44,21.8,7531.12
11.6134,76.1511,207.7,2145.8,33.06,39.26,11.7,65158.76
24.9981,87.3726,46.7,2017.34,27.18,6.48,22.6,9646.6
9.467,73.1238,49.7,2280.31,36.52,6.34,17.0,10641.41
28.2134,84.8266,85.7,1898.38,29.23,16.97,25.6,25740.6
16.5748,94.217,28.8,2051.63,33.74,4.43,23.8,6731.39
8.0036,77.2853,71.9,2201.73,32.87,8.64,8.1,14538.73
21.8005,87.4374,44.7,2012.7,28.66,7.15,16.0,11427.61
9.265,73.4492,70.9,2145.9,34.99,12.02,11.5,20659.29
15.4566,86.1191,473.4,1915.18,31.13,86.21,11.2,123268.93
27.0884,77.7571,40.0,1895.77,27.19,7.82,20.0,10469.38
9.6926,74.125,46.9,2079.05,35.88,9.06,5.0,12952.64
30.6621,77.0823,36.6,1715.11,26.81,7.15,25.5,9025.84
8.1031,73.1864,391.7,2198.16,38.33,48.02,12.8,73246.89
14.6642,94.1556,38.6,2072.43,31.34,6.83,21.4,9655.51
28.0044,79.5184,44.9,1726.95,23.27,6.2,35.2,8986.92
16.5393,75.1131,133.6,2059.53,31.87,18.03,11.9,28512.7
10.7511,81.0038,37.7,2227.77,37.53,6.94,14.0,11047.23
17.7263,77.2955,371.4,1934.66,29.67,56.96,12.3,82849.63
15.3006,89.5882,472.7,2170.39,33.09,91.38,17.8,135317.76
30.7532,96.1654,143.0,1665.63,26.15,17.64,38.5,23571.45
16.4604,80.703,116.4,2217.1,31.58,21.44,7.3,31685.01
29.3012,92.97,20.2,1783.68,25.43,2.65,39.0,3664.52
32.0805,84.41,60.4,1778.2,22.32,8.11,38.6,10121.57
19.7131,72.5598,135.8,1837.8,25.17,21.48,24.9,29660.79
32.5685,88.0281,22.5,1752.8,21.72,3.42,36.4,4973.66
18.1876,82.8896,26.4,2034.9,29.63,4.2,23.6,5910.79
34.0301,86.8676,230.7,1724.56,25.48,45.03,43.9,58225.72
10.4108,93.8009,38.0,2111.56,33.71,6.56,15.8,10581.01
26.5495,80.7726,107.7,1790.38,25.61,15.42,23.6,21783.91
21.333,94.1342,28.7,2050.45,27.22,3.84,23.6,6066.62
18.4665,89.7694,26.2,2014.07,31.6,4.03,15.2,6254.77
25.0832,82.1695,126.5,2015.76,30.03,19.74,34.5,28652.32
27.0041,85.4934,48.1,1815.81,28.58,8.08,35.0,12073.42
8.1178,77.4419,55.3,2163.1,36.16,7.81,9.5,11528.19
12.5077,96.5243,24.0,2184.11,30.02,4.35,18.1,7554.13
27.2522,87.3532,39.3,1723.62,25.63,5.02,35.4,6628.66
25.9924,69.2716,431.6,1779.06,30.8,71.14,20.9,97875.23
34.0833,77.472,129.1,1818.3,25.51,21.94,35.7,32133.6
28.548,86.0761,401.9,1736.38,22.68,54.88,28.2,77018.0
33.6709,69.6337,460.6,1592.4,23.34,85.71,39.1,101144.99
26.9686,68.6926,226.1,2008.05,27.19,38.26,24.6,58125.71
16.0474,81.0507,187.6,1943.64,29.85,32.19,20.2,43824.06
10.8449,77.648,38.5,2163.52,29.1,6.15,8.9,9997.27
29.1092,80.7107,437.8,1825.56,25.7,84.39,21.3,118921.3
25.392,75.6181,37.5,1662.09,25.6,6.57,17.5,8548.75
9.301,72.7768,48.9,2155.2,32.85,7.36,5.0,12061.1
17.7214,87.9852,43.9,2060.89,29.92,6.1,8.4,8523.34
33.8336,82.9226,41.0,1763.34,23.11,5.16,34.5,6936.07
21.5108,73.8045,56.0,2029.09,28.9,7.46,24.9,11121.81
19.6837,77.2681,23.2,1958.69,27.97,4.63,12.2,6385.32
20.3579,85.1624,43.5,2034.56,29.0,6.64,22.6,9868.78
13.6398,70.0947,25.9,2043.34,28.95,4.98,15.6,7766.5
17.9551,72.2761,20.9,1907.97,31.14,2.79,10.9,4244.59
17.985,70.1241,141.1,1916.45,24.79,21.73,16.1,30782.1
9.4136,91.5572,46.7,2057.59,33.78,9.2,14.5,13236.51
28.7243,89.8199,26.6,1907.73,27.51,3.38,19.1,4689.72
19.2456,89.8461,43.4,1876.41,27.82,7.27,12.2,10471.23
30.1989,88.7734,21.4,1822.34,26.44,4.15,40.1,6038.56
30.9594,87.4122,78.5,1765.46,26.98,15.39,35.6,20640.79
13.7238,81.8328,38.7,2088.76,25.81,7.27,13.0,10929.12
25.7485,86.6261,42.9,1989.61,26.71,8.08,28.3,11594.73
20.7516,69.1125,20.3,1935.4,23.51,3.5,27.7,5253.7
31.7642,86.0225,29.8,1821.17,24.07,4.1,38.6,6010.65
13.825,90.5585,225.0,2098.16,32.36,40.16,10.3,68847.52
26.301,82.5104,50.0,1858.42,21.8,9.91,26.1,13681.83
24.4093,78.3679,117.1,2088.63,31.47,18.98,27.2,30080.5
15.9731,76.0454,90.6,1941.18,31.98,12.76,7.4,17355.8
11.6882,86.6413,22.3,2236.74,31.64,3.69,20.6,5825.08
25.5943,88.0912,359.5,1935.82,30.01,63.01,24.2,88291.57
27.9421,93.2581,114.2,1802.68,22.43,15.6,25.4,21620.88
16.5219,77.9277,131.6,2176.95,28.71,23.37,24.7,36456.98
25.4105,90.3234,28.7,1738.76,22.57,4.79,17.8,7203.76
18.6685,84.2793,148.1,1966.23,33.8,25.03,9.5,35184.44
27.2566,93.6023,33.2,1756.7,27.0,4.79,31.0,6756.63
13.3788,83.3066,28.9,2136.15,33.9,3.82,11.1,5894.94
32.0358,83.0113,84.8,1678.31,24.79,14.41,37.3,20655.16
15.7601,84.7584,331.9,2094.96,32.66,55.39,7.1,86917.23
17.9302,89.7301,48.1,2006.34,30.69,7.07,15.6,11186.35
9.5685,95.976,123.5,2133.42,34.84,17.75,5.0,27159.08
11.0108,70.1333,107.7,2176.9,33.86,15.92,15.8,26953.62
21.9283,69.5496,24.9,1927.8,27.52,3.96,16.5,5895.28
15.225,95.189,24.5,1982.86,31.66,4.85,14.4,7145.03
30.558,83.3664,35.1,2018.07,25.4,6.35,36.9,9260.17
8.3967,85.8322,122.9,2153.89,35.04,23.12,16.7,35921.04
18.2355,81.9903,125.1,1838.35,27.44,20.07,22.7,27663.03
17.1083,70.7161,26.8,1968.68,28.21,4.34,15.7,6835.49
8.5218,90.2746,60.0,2089.22,36.93,8.18,10.0,12492.33
11.3579,89.6695,88.4,2205.65,32.87,15.72,15.2,23406.87
19.1684,77.0394,141.8,2024.7,31.14,21.8,26.7,33887.1
21.3073,76.8809,36.4,1992.36,26.83,6.52,29.1,10458.99
18.9158,92.2974,82.0,1973.91,27.14,12.52,27.5,17066.27
22.3353,70.0984,263.3,1919.62,26.86,33.88,28.5,53870.84
24.0686,93.552,24.0,1881.09,27.32,3.21,17.0,4886.15
8.2679,75.4432,34.2,2188.68,33.55,6.32,13.2,9941.72
20.5306,85.1966,129.1,2041.28,31.95,18.17,26.8,26053.73
34.0145,95.1438,49.1,1758.63,23.65,6.92,41.6,9818.21
22.0139,87.6656,325.6,1987.76,32.39,63.27,30.5,86417.12
26.2936,80.0185,25.0,1910.68,27.58,4.32,26.5,6155.55
16.4203,87.9965,40.5,2119.19,26.39,5.23,19.5,7957.05
28.8978,77.9754,42.7,1846.89,27.71,5.61,19.1,7761.14
28.8689,76.0405,22.2,1853.07,22.59,3.14,30.3,4896.51
22.075,96.9038,45.5,2041.75,29.13,7.62,21.5,12139.21
34.3524,89.7729,132.9,1672.45,21.59,23.96,43.6,32371.42
11.3899,86.6969,34.2,2070.52,37.76,4.85,19.4,7126.25
8.4576,78.3034,346.1,2096.89,37.67,65.65,14.4,100599.17
28.7943,69.4257,121.3,1840.34,24.16,15.62,19.9,20556.46
29.7932,68.9006,40.3,1659.42,24.94,5.51,27.8,7057.34
11.2456,84.0713,20.5,2178.55,34.03,4.05,15.2,6310.97
15.1707,90.0989,62.2,2062.19,33.5,8.14,5.8,12192.67
8.4739,83.584,24.9,2282.24,34.85,4.75,5.0,7946.02
15.9193,92.3828,42.7,2003.7,29.39,7.52,23.7,11100.9
28.8748,68.9694,304.0,1807.99,24.17,38.26,21.5,58509.63
21.9849,78.6358,36.4,2038.05,28.7,5.77,13.0,9570.66
17.3986,74.875,43.2,2141.48,33.24,6.97,19.0,11997.54
18.037,80.9709,84.1,1964.92,31.34,16.36,27.0,25918.2
8.0365,70.0989,124.9,2213.88,33.44,19.19,14.7,33603.35
16.0946,95.6698,33.3,2077.85,32.65,5.18,25.6,7897.63
25.4544,74.4744,87.7,1915.71,26.37,11.32,30.5,16462.83
34.3032,94.7469,83.3,1705.54,24.94,14.26,33.1,19125.74
30.8706,80.3509,146.5,1890.84,29.76,20.05,39.8,27932.84
8.6371,96.5802,43.2,2037.36,34.0,5.45,7.2,7880.15
32.2611,84.0677,157.1,1729.61,25.69,31.38,29.3,42459.24
29.1464,94.9942,48.7,1855.2,23.99,6.9,28.1,9211.16
29.0702,68.1551,127.5,1857.32,25.29,16.74,35.3,23930.07
20.3659,89.6989,24.5,2085.63,29.49,4.31,28.7,6378.99
18.7461,94.1885,57.6,2102.43,29.78,10.7,15.9,16995.47
16.1787,72.0519,29.2,2029.94,36.25,3.66,15.4,5574.65
9.7738,70.7876,38.7,2272.06,33.59,4.97,17.7,8155.54
14.1624,80.3126,111.7,2031.95,33.4,14.2,5.1,19423.03
14.6583,95.0767,28.3,2154.62,28.14,3.5,20.3,5370.09
21.0701,83.7292,33.4,2109.58,29.98,5.76,20.2,9475.76
28.181,83.2962,71.2,1933.94,28.2,11.89,25.7,17084.93
20.7929,72.0927,55.1,1978.19,28.19,9.53,19.7,14876.73
9.5618,68.0229,35.5,2145.35,29.28,5.7,7.9,9333.82
33.8603,91.4941,30.4,1612.23,23.29,5.64,39.0,6961.64
33.4536,70.5397,340.0,1766.68,23.58,55.67,42.0,76475.09
29.2001,86.3816,144.7,1729.18,26.91,27.99,29.0,36180.91
34.7659,94.5239,24.3,1654.76,26.98,3.86,41.4,4941.06
22.701,74.0509,50.2,1840.12,27.62,9.2,27.3,12614.01
33.9947,87.2929,57.7,1695.26,21.59,8.8,30.6,13155.77
10.0413,70.2823,33.9,2161.02,31.75,5.25,11.8,8079.78
17.8734,85.5089,41.2,2044.17,30.95,7.74,21.2,11713.56
14.0853,72.754,37.4,2042.42,33.22,4.81,5.0,7094.59
13.2875,89.3427,323.2,2190.37,31.53,53.39,11.2,82312.16
11.8017,76.7357,30.6,2114.91,34.85,5.45,21.7,8685.27
24.8052,81.4383,29.3,1834.49,28.37,5.27,27.6,7219.83
29.0957,85.3835,281.7,1838.38,25.59,47.13,25.8,58807.95
23.6141,72.9669,38.3,2076.03,26.17,5.98,18.6,9823.57
11.968,89.5075,66.8,2155.39,32.25,9.41,6.2,14613.43
29.9003,76.7766,43.1,1776.77,20.29,8.32,27.9,11617.36
25.1708,87.2088,107.5,1768.73,27.74,16.08,19.0,22265.58
18.4805,72.5902,28.1,1993.8,30.34,5.16,11.2,7541.37
26.2015,87.9554,35.0,1891.17,27.19,4.29,23.5,6105.72
15.0174,71.7175,146.3,2042.68,32.85,20.27,17.2,34911.23
17.3202,80.3353,52.0,1899.01,31.58,7.68,10.2,9674.01
32.7721,75.169,70.0,1686.06,23.63,12.15,23.7,14622.18
15.8436,89.7029,94.8,2175.18,31.57,13.8,6.5,20951.83
20.6897,75.599,113.8,2086.31,26.48,14.04,16.0,24398.49
32.0338,93.5698,71.2,1696.46,23.02,9.54,25.8,12084.78
27.1085,93.8628,143.1,1909.87,26.5,20.14,27.9,30109.32
9.6795,73.6968,114.3,2075.48,32.77,15.32,8.8,23398.19
11.9772,85.8015,137.7,2240.76,34.93,18.77,8.5,32111.8
8.2117,70.5438,82.9,2215.81,33.59,15.05,14.9,24599.56
25.0349,79.3546,44.9,1969.34,27.77,6.86,25.1,10549.68
20.0872,88.6863,31.3,1845.22,29.79,4.78,11.9,7006.09
11.6254,87.1233,27.6,2188.95,34.86,5.44,7.5,9006.46
33.8642,86.1163,469.1,1733.83,25.16,73.05,43.3,92398.2
22.3008,76.1937,59.2,2010.74,29.95,11.5,31.8,17441.03
14.5311,78.9627,144.3,2155.63,27.85,20.77,9.6,38130.01
21.5163,70.9854,33.8,1961.97,31.31,5.13,14.9,7711.67
26.3497,88.8517,49.8,1821.64,29.8,7.55,26.3,10598.95
10.0585,82.6128,338.9,2225.32,33.11,55.47,9.7,86678.53
15.417,88.5542,415.1,2061.68,32.14,69.22,13.6,111448.95
29.7881,75.2194,20.2,1737.99,23.41,2.83,30.4,4022.06
20.411,77.4087,99.7,1902.99,25.52,18.29,15.1,27073.65
22.7576,77.6922,42.1,1816.19,26.88,6.73,15.1,9296.27
19.686,68.7465,43.5,1948.83,28.66,5.24,21.1,8922.3
9.1853,77.8904,65.8,2266.88,33.76,11.01,17.8,19080.65
12.4752,91.2958,91.9,2133.67,31.07,16.89,5.2,28494.54
20.0296,94.0217,91.9,1941.09,28.12,12.87,24.1,19069.7
13.648,83.0283,23.1,2162.72,32.44,2.84,12.4,4600.57
9.3494,81.2095,33.3,2109.11,32.85,6.14,5.2,9968.15
30.7785,68.8939,44.2,1797.61,25.84,8.76,37.8,11902.86
34.4922,93.4969,29.0,1708.77,24.44,3.66,33.6,4864.03
29.4149,68.3773,93.3,1876.86,30.12,18.19,31.1,26554.2
31.0522,95.3978,48.8,1658.88,26.88,7.26,29.9,9053.26
14.5334,82.1873,21.0,2014.38,32.55,4.09,6.2,6142.68
33.9369,77.9161,37.7,1602.08,22.09,6.49,35.8,8190.44
13.317,94.8023,124.3,2083.53,33.19,23.78,11.7,38995.8
33.6886,68.7073,126.1,1834.52,24.09,23.06,25.4,31308.54
34.8601,84.8613,121.6,1676.08,21.89,14.86,36.8,17600.48
27.2165,83.919,41.8,1813.25,27.92,5.23,17.4,6985.37
34.4909,74.3603,21.8,1792.9,20.28,3.53,28.7,5039.92
23.3776,80.4377,36.0,2008.69,27.59,4.7,29.0,7510.0
15.0076,86.9157,43.5,2066.78,32.96,6.82,5.8,9990.81
19.7989,89.0868,22.8,2042.4,29.12,4.48,22.7,7146.28
24.0261,68.0208,20.4,1825.37,27.37,2.92,33.0,4234.29
9.9732,95.1687,131.5,2274.72,33.84,20.92,5.0,36596.69
24.8033,72.7712,399.3,2069.44,25.77,60.19,23.1,92566.54
34.4918,74.7738,32.4,1764.84,25.43,5.51,36.0,7280.21
13.1329,75.6407,144.0,1940.86,30.65,19.52,12.1,29422.84
29.4001,69.0968,43.0,1770.14,26.01,6.05,31.8,8930.81
32.5133,71.5685,146.8,1807.79,24.8,27.7,30.6,38893.46
33.4799,96.6041,142.9,1707.64,21.64,26.43,26.5,34636.19
33.9237,77.1413,318.5,1835.15,23.48,58.32,25.7,76306.97
22.0794,71.3437,42.6,1993.62,26.85,7.75,27.0,11572.37
34.3873,71.1027,40.1,1668.51,25.91,6.28,29.2,7728.99
28.4474,88.8643,44.3,1834.53,23.52,7.91,35.4,11163.43
12.3651,92.7825,43.6,2049.92,31.73,6.59,17.2,9339.65
20.8763,75.4516,203.6,1953.62,26.76,26.08,11.9,37764.4
27.3949,68.6064,73.4,1806.52,23.56,11.11,21.4,14683.01
14.6782,74.4696,76.6,2173.77,35.18,10.16,10.5,17086.38
25.2966,69.639,131.8,2057.94,28.3,19.94,27.2,30056.62
25.9982,70.9985,433.8,1761.54,27.18,62.37,32.2,80983.58
12.3929,80.5137,34.9,1967.07,31.71,5.85,5.0,8661.59
23.2573,74.6676,37.4,1905.75,29.95,5.57,18.2,7812.55
28.8339,82.9624,132.7,1703.52,23.98,23.41,26.4,34658.55
21.4702,75.3513,29.4,1961.23,30.53,4.73,15.1,7264.38
